domain,category,source_query,first_impression
ondernemersbelang.nl,C16,ergonomie mentaal welzijn,Ondernemersmedium met regiocontent over werknemerswelzijn en ergonomie.
ondernemersblog.nl,C5,ondernemers blog Nederland verzuim,Platform voor en door ondernemers met content over verzuim en personeel
onderwijsacademie.nl,C15,onderwijs HR blog NL,Onderwijsacademie met blog over HRM en het onderwijs voor schoolleiders.
onderwijscommunity.nl,C15,CNV Onderwijs HR blog,Community-site onderwijs met artikelen over burn-out en strategisch HR in onderwijs.
onderwijsvanmorgen.nl,C15,CNV Onderwijs HR blog,Onderwijsmedium met artikelen over werkdruk en werkgeluk.
onderzoekonderwijs.net,C15,CNV Onderwijs HR blog,Blogcollectief onderzoek onderwijs over burn-out als beroepsrisico.
onvz.nl,C7,ONVZ werkgever content,Werkgeverssectie 'Job Werkt' met blogs over vitaliteit en preventie voor werkgevers.
openup.com,C14|C15|C11,OpenUp werkgever blog,Internationaal mentaal welzijn platform met grote NL blog voor werkgevers.
operatiefrissepeper.nl,C9,SER blog werkgever Nederland,Initiatief rond duurzame inzetbaarheid met praktische voorbeelden.
oprijk.nl,C4,vitaliteit werkgever blog,Bedrijfszorg-platform met content over vitaliteit en mentale gezondheid.
organizeagile.nl,C6,Nederlandse leiderschapscoaching platform blog publiceren,Agile-adviseur met blog over leiderschap en coaching
othersideatwork.nl,C10,verzuimsoftware blog Nederland werkgever,Xpert Suite verzuimsoftware met klantverhalen en gedragsmatige visie op verzuim
oval.nl,C3|C4|C8,OVAL arbodienst,Brancheorganisatie arbodiensten met nieuws en checklists; thematische dossiers vitaliteit.
overkwaliteitvanzorg.nl,C12,Qruxx Zorg artikel publicatie,Platform Kwaliteit in Zorg met openbare auteursinformatie voor inzendingen.
performa-hr.nl,C14|C10,OpenUp werkgever blog,HR-platform dat interviews en gastbijdragen publiceert van mentale-welzijnpartijen.
personalfitnessnederland.nl,C4,vitaliteitsmanager blog,Personal training netwerk met vitaliteitsblog gericht op werkgevers/coaches.
personio.com,C10,"""Personio"" Nederland blog HR",Personio internationaal blog met NL-vertalingen over recruitment en performance
personio.nl,C10,"""Personio"" Nederland blog HR",Personio NL blog met HR-statistieken en strategie-content
perspectief-adviesgroep.nl,C9,UWV Perspectief artikel werkgever,Adviesgroep voor bedrijfsoptimalisatie en verzuim-/re-integratiebegeleiding.
perspectief.eu,C16|C9,slaap werkgever blog,Adviesbureau met blog over impact van slaapproblemen op organisaties.
pggm.nl,C7,vernet verzuim benchmark zorg,Pensioenuitvoerder zorg met persberichten en publicaties over verzuim in de zorgsector.
phocus.nl,C15,zorg HR blog Nederland,HR-adviesbureau met sectorpagina en blogs over HR in de zorg.
politiebond.nl,C7,inkomensverzekeraar blog werkgever,Vakbondsite politie met content over inkomensbescherming en vitaliteit.
poraad.nl,C15,onderwijs HR blog NL,PO-Raad sectororganisatie primair onderwijs met dossiers over werkdruk en strategisch HR.
prikvandezaak.nl,C4,vitaliteit werkgever blog,Werkgeversblog met content over fysieke en mentale gezondheid op werkvloer.
priorities.nl,C16,burnout werkgever blog,Coach/adviespraktijk met blogs over Arbeidsinspectie en burn-out preventie.
probaat.nu,C15,CNV Onderwijs HR blog,Werkgeluk-platform met thema-artikelen over werkstress en burn-out per sector.
profielen.hr.nl,C13,Hogeschool Rotterdam HRM blog,Onafhankelijk nieuws Hogeschool Rotterdam met blogsectie.
psychologiemagazine.nl,C11,Psychologie Magazine schrijven gastauteur,Toonaangevend consumentenblad psychologie - accepteert journalistieke proposals via redactie.
psycholoog.nl,C11,psycholoog blog werkgever Nederland burn-out,Landelijk psychologenkanaal met blogs over burn-out en mentaal welzijn werknemer.
psychosenet.nl,C16,polyvagaal informatie,Patiëntenplatform met betrouwbare info over polyvagaal therapie.
psyned.nl,C4|C11,werkgever stress blog,Online psychologenplatform met uitgebreide blog voor werkgevers/HR.
publiekdenken.nl,C9,A&O fonds Rijk blog,Online magazine voor publieke sector met content over A&O-fondsen.
pwnet.nl,C1|C6|C15|C13,HR vakblad gastblog,Grootste HR-platform van Nederland (voorheen PW de Gids); kennis en nieuws voor HR-professionals.
qivi.nl,C16,burn-out preventie leidinggevenden,Coachbureau met blog gericht op leidinggevenden en burn-outpreventie.
qruxx.com,C12,Qruxx Zorg artikel publicatie,Kennisplatform passende zorg (geintegreerd met Zorgvisie) met openheid voor inhoudelijke bijdragen.
rabobank.nl,C5,ondernemers blog Nederland verzuim,Rabobank ondernemers-portaal met content over verzuim en personeel
recruitee.com,C10,"""Officient"" OR ""Recruitee"" blog NL gastauteur",Recruitee NL blog over werving employer branding en HR-trends
regioplus.nl,C15,RegioPlus zorgwerkgever blog,Samenwerking regionale werkgeversorganisaties zorg & welzijn met blog over personeel.
register-rsc.nl,C2|C8,RCMS register casemanagement,Register Specialistisch Casemanagement; centrale autoriteit voor casemanagers met PE-content.
remplooi.nl,C9,UWV Perspectief artikel werkgever,Re-integratiebedrijf met blogs over verzuimprotocol en HR-praktijk.
rendement.nl,C4|C6|C15|C12,vitaliteitsmanager blog,Praktijkvakblad voor HR/arbo professionals met grote bereik.
rivm.nl,C4,preventie werknemer blog,Overheidskennisinstituut met dossier preventie op werk.
rnvc.nl,C8,casemanagement register Nederland blog verzuim,Beroepsvereniging casemanagers verzuim - directe link met HR/arbo-pitchthema.
rochewood.nl,C2,casemanager opleiding,Kennisartikelen over opleidingen voor casemanagers en regiebehoeften.
rondomwerk.nl,C2,arbodienst Nederland,Maatwerk arbodienst met informatieve content.
ruudmeulenberg.nl,C2|C15|C11,HR community verzuim burn-out,Adviseursblog gericht op HR voor langdurig verzuim en burn-out reductie.
samennaarresultaat.nl,C11,mental coach blog NL stress werknemer,Coach voor leidinggevenden met werkstresscontent - past bij HR-thema.
samenvoordeklant.nl,C9,WSP werkgeversservicepunt artikel,Landelijk platform werkgeversservicepunten met content over arbeidsmarkt.
sazas.nl,C4,vitaliteit werkgever blog,Verzuimverzekeraar met uitgebreide kennisbank over vitaliteit en preventie.
sboh.nl,C15,SBOH huisarts bedrijfsarts,Werkgever van artsen in opleiding met content over arbozaken en preventief spreekuur.
scabadvies.nl,C15,Goedopgeleidpersoneel bouw infra,HR/arbo-adviesbureau gespecialiseerd in bouw & infra.
schoonmakendnederland.nl,C4,arbodienst kennisbank vitaliteit,Brancheplatform schoonmaak met kennisbankartikelen incl. gastbijdragen vitaliteit.
securex.nl,C15,zorg HR blog Nederland,HR-dienstverlener met blogs over HR-uitdagingen in de zorg.
sensgezondheidszorg.nl,C16,psychosomatische fysiotherapie,Zorginstelling met informatieve content over psychosomatiek.
ser.nl,C9,SER blog werkgever Nederland,Sociaal-Economische Raad met thema's duurzame inzetbaarheid en leven lang ontwikkelen.
shiftbase.com,C5,HR-software vendor blog Nederland werkgever,Workforce-management tool met uitgebreide NL blog over HR-platformen
skipr.nl,C1|C4|C12,Skipr werk HR zorg,Zorgmanagement platform met HR/personeelsinzet blogs; raakt bedrijfsgezondheidszorg in zorg.
slaapwaarde.nl,C16,slaap nachtwerk blog,Slaapadviesplatform met content over slapen en werk.
smarthealth.works,C16,stress werkgever blog,Werkstress-platform met blog gericht op werkgevers.
smartservices.nl,C5,ondernemers blog Nederland verzuim,Arbo/verzuim-adviseur met blog gericht op MKB-ondernemers
sn.nl,C6,leidinggeven blog Nederland artikel,Schouten Nelissen blog over nieuw leiderschap en menselijke kant van werk
sociaalweb.nl,C12,Zorg en Welzijn vakblad publicatie auteur,PONT Zorg & Sociaal kennisplatform met magazines - sociaal-zorgaudience.
sociaalwerk-werkt.nl,C4,vitaliteit werkgever blog,Branche-platform sociaal werk met werkgeverstips rond vitaliteit.
sprout.nl,C5,Sprout MT schrijf mee gastauteur,Platform van MT/Sprout voor ondernemers en scale-ups met redactie-input
stavv.nl,C16,casemanager re-integratie,Verzuimbureau met blog over re-integratie en casemanagement.
sterkdoorwerk.nl,C4,preventie werknemer blog,Platform gericht op preventie en arbeidsongeschiktheid bij werkenden.
stichting-leerkracht.nl,C15,onderwijs HR blog NL,Stichting voor onderwijs met kennisbank-artikelen over strategisch HRM in onderwijs.
stigas.nl,C4|C15,vitaliteit werkgever blog,Arbo-organisatie voor groene sector met vitaliteitscontent voor werkgevers.
stressvrijvoordeklas.nl,C15,CNV Onderwijs HR blog,Coachingblog voor leerkrachten met burn-out en stress.
svland.nl,C16,casemanagement ziekteverzuim,Verzuimspecialist met kennisbank casemanagement effectief verzuim.
tbv-online.nl,C3|C8,Tijdschrift Bedrijfs- en Verzekeringsgeneeskunde,Tijdschrift voor Bedrijfs- en Verzekeringsgeneeskunde; accepteert manuscripts via redactie.
team-hr.nl,C5,MKB platform Nederland gastartikel HR,HR-adviesbureau voor MKB met content over personeelsstrategie
teamiy.com,C15,industrie HR vakblad NL,HR-platform voor maakindustrie met oplossingen en blog.
tempo-team.nl,C1|C16,burn-out werkgevers verzuim,Uitzendbureau met uitgebreide HR-kennisbank over burn-out en verzuim voor werkgevers.
therapoint.nl,C11,coach federatie Nederland blog,Coach- en therapeutenplatform met blog over coachvak en tarieven.
thuisinjelijf.net,C16,polyvagaal therapie blog,Lichaamsgerichte psychotherapiepraktijk met polyvagaal blogcontent.
tibor.nl,C6,Nederlandse leiderschapscoaching platform blog publiceren,Coachingsblog over teamprestaties en leiderschap
tijdschriftdepsycholoog.nl,C8,NIP psychologie publicatie auteur,NIP-vakblad De Psycholoog accepteert auteursvoorstellen met wetenschappelijke onderbouwing.
tijdschriftvoorhrm.nl,C1|C4|C6|C15|C13,HR vakblad gastblog,Wetenschappelijk HR-tijdschrift met peer-reviewed artikelen voor HR-professionals; accepteert ingezonden artikelen via redactie.
toolshero.nl,C1|C6,HR systemen casemanagement,Managementmodellen-platform met content over HR en casemanagement.
tracksoftware.nl,C2,verzuim software arbodienst,Track verzuimsysteem met content voor arbodiensten en regiebedrijven.
trainingsbureauvoormindfulness.nl,C16,mindfulness werkgever,Mindfulness-trainingsbureau met werkgeverscontent.
trainjegelukscompetenties.nl,C1,HR werkgeluk,Werkgeluk-content voor HR managers; klein platform met gericht thema.
transvorm.org,C15,Transvorm zorg arbeidsmarkt,Regionale werkgeversorganisatie zorg/welzijn Brabant met blogs en artikelen.
trendsinhr.nl,C6,ondernemerstijdschrift Nederland HR personeel artikel,Onderzoeksplatform met magazine over HR-trends in Nederland
trimbos.nl,C4|C12,Trimbos mentaal werkplek,Kennisinstituut mentale gezondheid met sterke blogsectie over werk en welzijn.
ttifenarbo.nl,C2,arbodienst werkgever,Arbodienst met blog over wat een arbodienst doet voor werkgevers.
uitgedokterd.nl,C2,register casemanager,Kennisbank over (register)casemanagers en re-integratie.
unive.nl,C5,ondernemers blog Nederland verzuim,Verzekeraar met zakelijke blog over verzuim en CAO-vraagstukken
upledger.nl,C16,polyvagaal blog,Opleidingsinstituut craniosacraal met blog over zenuwstelsel.
vakbladijs.nl,C2,re-integratie vakblad NL,Vakblad inkomenszekerheid met nieuws over re-integratie en loondoorbetaling.
vds.nl,C6,leiderschap blog Nederland gastauteur,VDS training met blog over leiderschap en teamontwikkeling
veldhuisadvies.nl,C4|C5,vitaliteit werkgever blog,Adviesblog met focus op vitaliteit en duurzame inzetbaarheid voor werkgevers.
venvn.nl,C15,V&VN zorg HR blog,Beroepsvereniging V&VN met magazine en blogs over werkdruk en grenzen stellen in zorg.
vernet.nl,C7,vernet verzuim benchmark zorg,Marktleider verzuimbenchmark zorg sinds 1996 met data en analyses.
verzekeringskaarten.nl,C7,inkomensverzekeraar blog werkgever,Informatiesite over verzekeringsproducten waaronder AOV.
verzekerverzuim.nl,C16,casemanager verzuim,Verzuimplatform met kennisbank rond casemanagement.
verzuimapplicatie.nl,C2,verzuim platform,Verzuimsoftware-aanbieder met informatieve content.
verzuimdynamiek.nl,C4,preventie werknemer blog,Verzuimspecialist met blog over preventie en time-out programma's.
visma.com,C10,"""Visma Raet"" blog gastauteur HR",Visma blog (NL) met content over digitale HR en hybride werken
vismaraet.nl,C10,"""Visma Raet"" blog gastauteur HR",Kennisbank met HR-blog en gastbijdragen van directie
vitaalarbo.nl,C2|C4,arbeidsdeskundige blog,Arbodienst met blog over arbeidsdeskundig onderzoek.
vitaalconcern.nl,C16,burn-out preventie blog,Vitaliteitsadviesbureau met blog over burn-out preventie medewerkers.
vitaliblij.nl,C7,Menzis werkgever vitaliteit blog,Blog gericht op vitaliteit binnen gemeenten en organisaties.
vitalmindz.nl,C14,mental health benefit platform NL,Mental health app met content gericht op werkgevers en HR.
vo-raad.nl,C15,onderwijs HR blog NL,Sectororganisatie voortgezet onderwijs met nieuws over werkstress en personeelsbeleid.
volandis.nl,C9,SER blog werkgever Nederland,Kenniscentrum duurzame inzetbaarheid bouw & infra met blog over verzuimpreventie.
vvponline.nl,C7,inkomensverzekeraar blog werkgever,Vakmedium voor financieel adviseurs met artikelen over vroege interventies psychische klachten.
vzinfo.nl,C12,vakblad arbeid en gezondheid Nederland,RIVM Volksgezondheid en Zorg info - autoriteitsplatform arbeid/gezondheid.
waarderpolder.nl,C9,WSP werkgeversservicepunt artikel,Bedrijventerrein-platform met artikelen over inclusief werkgeverschap.
werkbaarwerk.be,C15,FNV werkgever blog,Belgisch platform met tools en voorbeelden over werkdruk (BE/NL).
werkeninfriesland.nl,C9,A&O fonds Rijk blog,Regionaal arbeidsmarktplatform met artikelen over werkgeverschap.
werkenveiligheid.nl,C2|C12,vitaliteit werk preventie,Kennisplatform over preventie RI&E en sociale veiligheid; vitaliteitsbeleid en duurzame inzetbaarheid.
werkpsycholoog.nl,C16,verzuim psychische klachten,Bedrijfspsychologenpraktijk met blog gericht op managers en HR.
werkreturn.nl,C9,UWV Perspectief artikel werkgever,Re-integratiebureau met content over arbeidsongeschiktheid.
werktijden.nl,C16,werkstress blog,Software/HR-platform met blog over werkstress en planning.
wgvzorgenwelzijn.nl,C15,SectorplanPlus zorg welzijn,Werkgeversvereniging zorg & welzijn Oost-Nederland met nieuwsartikelen.
wij-leren.nl,C15,onderwijs HR blog NL,Onderwijskennisbank met begrippenpagina's over HRM.
wijzerondernemen.nl,C5,ondernemers blog Nederland verzuim,Ondernemersblog met tips inclusief gastblog-mogelijkheden
wsgo.nl,C9,gemeente werkgevers vitaliteit blog,Werkgeversvereniging Samenwerkende Gemeentelijke Organisaties met cao-content.
wspachterhoek.nl,C9,WSP werkgeversservicepunt artikel,Regionaal WSP met content over inclusieve arbeidsorganisatie.
wspgrootamsterdam.nl,C9,WSP werkgeversservicepunt artikel,Werkgeversservicepunt Amsterdam met artikelen over inclusief werkgeverschap.
wspgv.nl,C9,WSP werkgeversservicepunt artikel,WSP Groot-Voorne met content over inclusief werkgeverschap.
wsprivierenland.nl,C9,WSP werkgeversservicepunt artikel,Regionaal WSP Rivierenland met blogartikelen over sociaal ondernemen.
wspzkij.nl,C9,WSP werkgeversservicepunt artikel,WSP Zuid-Kennemerland/IJmond met verslagen en artikelen over inclusie.
xperthr.nl,C1|C13,XpertHR kennisplatform,Online HR-kennisplatform met juridische updates en HR-publicaties; eigen persberichtensectie.
xperthractueel.nl,C1|C13,XpertHR kennisplatform,Actueel deel van XpertHR met nieuws en specialistische HR-content.
yezzer.nl,C5,ondernemers blog Nederland verzuim,Blog van verzuim-experts met praktische artikelen over verzuimgesprekken
yoobi.nl,C10,"""Tellow"" OR ""Exact"" OR ""Yoobi"" ondernemers blog HR personeel",Software voor uren verlof en HR met blog voor managers en HR
youforce.nl,C10,"""Visma Raet"" blog gastauteur HR",HR & salarisplatform van Visma met werkgever-content
youngworks.nl,C4,mentaal welzijn blog,Onderzoeksbureau over jongeren met blog over mentale gezondheid op werk.
zakelijkgroeien.nl,C5,"""ondernemer.nl"" OR ""ikgastarten"" OR ""deondernemer.nl"" gastblog",Platform voor zzp en ondernemers met ondernemers-content
zakenwijzer.nl,C2|C4,arbodienst blog werkgever,Brede zakelijke blog met categorie arbodienst voor werkgevers.
zichtbaarnetwerken.nl,C5,"""ondernemer.nl"" OR ""ikgastarten"" OR ""deondernemer.nl"" gastblog",Ondernemersnetwerk met expliciete gastblog-mogelijkheid
zilverenkruis.nl,C1|C7,duurzame inzetbaarheid wetenschap,Zorgverzekeraar met zakelijke blog over wetenschap achter inzetbaarheid en KOBA-DI.
zn.nl,C7,zorgverzekeraar werkgever content,Brancheorganisatie Zorgverzekeraars Nederland met beleidscontent.
zorgaanzet.org,C15,SectorplanPlus zorg welzijn,Regionaal werkgeversverband zorg Limburg met blog over personeelsbehoud.
zorgenwelzijnzhz.nl,C15,SectorplanPlus zorg welzijn,Regionaal werkgeversplatform Zuid-Holland-Zuid met nieuws zorg & welzijn.
zorggidsnederland.nl,C12,Nationale Zorggids artikel insturen,Alternatieve zorgportal met artikelsectie.
zorginstituutnederland.nl,C12,zorgmagazine vakblad B2B Nederland,Officieel Zorginstituut met magazine - autoriteitsplatform.
zorgkrant.nl,C7,vernet verzuim benchmark zorg,Vakmedium zorg met nieuwsartikelen over verzuim en cao.
zorgmasters.nl,C3,bedrijfsgezondheidszorg platform,Platform Zorgmasters met kennisartikelen over bedrijfsgezondheidszorg.
zorgpleinnoord.nl,C15,RegioPlus zorgwerkgever blog,Regionaal werkgeversverband zorg Noord-Nederland met artikelen.
zorgvisie.nl,C1|C7|C12,Zorgvisie HR zorg,Zorgmanagement vakblad gedeeld redactie met Skipr; HR-content voor zorgleidinggevenden.
zorgvoorwerkgeluk.nl,C1|C12,HR Zone werkgeluk,HRM-kennisplatform voor zorgsector met focus op werkgeluk en welzijn; relevant voor HR in zorg.
zorgwelzijn.nl,C12,Zorg en Welzijn vakblad publicatie auteur,Vakblad Zorg+Welzijn voor sociaal-zorgprofessionals met magazine en webartikelen.
zorgwijzer.nl,C7,zorgverzekeraar werkgever content,Vergelijkingssite met content over zorgverzekeraars in Nederland.
zorgzijnwerkt.nl,C15,SectorplanPlus zorg welzijn,Regionaal werkgeversverband Haaglanden zorg met arbeidsmarktcontent.
zw-connect.nl,C15,RegioPlus zorgwerkgever blog,Online platform zorg & welzijn met arbeidsmarkt- en HR-content.
